Type of Contact,TypeofOrganization,Subtype,Name of Organization,City,Province,Office or Location or Program,Alternate or Previous Name,Mailing Address,Physical Address,Directions to Address,Postal Code,Phone 1,Phone 1 Ext,Phone 2,Toll Free 1,Toll Free 1 Ext,Fax 1,Fax 2,Email 1,Email 2,Website 1,Website 2,Affiliations,Pronunciation,Region,Region Number,INAC #
Services and Agencies,Health Services,,Tahltan Health and Social Services Authority,Telegraph Creek,BC,,,PO Box 59,,,V0J 2W0,250-235-3350,,,,,,,,,,,Three Sisters Safe Haven,tall-tan,North Coast,7,
First Nations,First Nation Communities,,Takla Lake First Nation,Prince George,BC,,,11 - 1839 1st Ave.,,,V2L 2Y8,250-564-9321,,,,,250-564-9521,,,,,,Carrier Sekani Tribal Council,,Nechako,8,608
First Nations,First Nation Communities,,Taku River Tlingit First Nation,Atlin,BC,,,PO Box 132,1 Taku Dr.,,V0W 1A0,250-651-7900,,,,,250-651-7909,,,,http://trtfn.com/,,,ta-koo-river tling-get,North Coast,7,501
Services and Agencies,Business and Economic Development,,Tale'awtxw Aboriginal Capital Corporation,West Vancouver,BC,,,508-100 Park Royal South,,,V7T 1A2,604-926-5626,,,1-800-779-7199,,604-926-5627,,info@tacc.ca,,www.tacc.ca,,,tah-la-hout,Mainland/Southwest,3,
Previous Name,First Nation Communities,,Tanakteuk Indian Band,Alert Bay,BC,,see Da'naxda'xw First Nation,,,,,,,,,,,,,,,,,,Unassigned,1,
Services and Agencies,Friendship Centres,,Tansi Friendship Centre Society,Chetwynd,BC,,,PO Box 418,5301 S. Access Rd.,,V0C 1J0,250-788-2996,,,,,250-788-2353,,reception@tansifcs.com,executivedirector@tansifcs.com,,,Kici-Awasimsak Preschool ,tawn-say,Northeast,9,
Services and Agencies,Health Services,,TB Services for Aboriginal Communities,Vancouver,BC,BC Center for Disease Control,,655 West 12 Ave.,,,V5Z 4R4,604-707-2400,,,,,604-707-2401,,,,www.bccdc.ca,,,,Mainland/Southwest,3,
First Nations,Treaty Offices,,Te'mexw Treaty Association,Victoria,BC,Te’Mexw Treaty Association Head Office,,1500-D Admirals Rd.,,,V9A 2R1,250-360-2202,,,,,250-360-2206,,info@temexw.org ,,www.temexw.org,,"Malahat, Scia'New (Beecher Bay), Snaw-Naw-As (Nanoose), Songhees, T'Sou-ke",tey-muck,Vancouver Island/Coast,2,
Services and Agencies,Education,,Terrace Nisga'a Society,Terrace,BC,,,101 - 4441 Lakelse Ave.,,,V8G 1P1,250-635-4422,,,,,250-635-3090,,,,,,,,North Coast,7,
First Nations,Treaty Offices,,T'exelc Treaty,Williams Lake,BC,,Williams Lake Indian Band,2672 Indian Dr.,,,V2G 5K9,250-296-3507,,,,,250-296-4750,,,,www.williamslakeband.ca,,Northern Shuswap Tribal Council,teh-huwl,Cariboo,6,
Services and Agencies,Family and Youth Services,,Three Corners Health Services Society,Williams Lake,BC,Circle of Life Program (Parenting and FASD),,PO Box 4728,150 N 1st Ave.,,V2G 1Y8,250-398-9814,,,,,250-398-9824,,reception@threecornershealth.org,,www.threecornershealth.org,,"Canoe Creek, Soda Creek, Williams Lake Bands",,Cariboo,6,
Services and Agencies,Health Services,,Three Corners Health Services Society,Williams Lake,BC,"Holistic Wellness Program, Nursing Program (i.e. Diabetes, Community Care, Foot Care)",,PO Box 4728,150 N 1st Ave.,,V2G 1Y8,250-398-9814,,,,,250-398-9824,,reception@threecornershealth.org,,www.threecornershealth.org,,"Canoe Creek, Soda Creek, Williams Lake Bands",,Cariboo,6,
Services and Agencies,Family and Youth Services,,Three Sisters Safe Haven,Telegraph Creek,BC,,,PO Box 59,,,V0J 2W0,250-235-3113,,,1-888-414-2836 (Crisis Line),,,,,,,,"Tahltan Health and Social Services Authority, People's Haven Family Service Centre",,North Coast,7,
Services and Agencies,Women's Organizations,,Three Sisters Safe Haven,Telegraph Creek,BC,,,PO Box 59,,,V0J 2W0,250-235-3113,,,1-888-414-2836 (Crisis Line),,,,,,,,"Tahltan Health and Social Services Authority, People's Haven Family Service Centre",,North Coast,7,
Services and Agencies,Education,,Tillicum Lelum Aboriginal Friendship Centre,Nanaimo,BC,Education Centre,,927 Haliburton St.,,,V9R 6N4,250-753-6560,,,,,250-753-6560,,educationcentre@tillicumlelum.ca,,www.tillicumlelum.ca,,Tillicum Lelum Friendship Centre,till-i-kum lay-lum,Vancouver Island/Coast,2,
Services and Agencies,Friendship Centres,,Tillicum Lelum Aboriginal Friendship Centre,Nanaimo,BC,,,927 Haliburton St.,,,V9R 6N4,250-753-8291,,,,,250-753-6560,,educationcentre@tillicumlelum.ca,,www.tillicumlelum.ca,,BCAAFC,till-i-kum lay-lum,Vancouver Island/Coast,2,
Services and Agencies,Friendship Centres,,Tillicum Lelum Aboriginal Friendship Centre,Nanaimo,BC,Administration,,1195 Needham St.,,,V9R 1L1,250-753-4417,,,,,250-753-8122,,educationcentre@tillicumlelum.ca,,www.tillicumlelum.ca,,BCAAFC,till-i-kum lay-lum,Vancouver Island/Coast,2,
Services and Agencies,Health Services,,Tillicum Lelum Aboriginal Friendship Centre,Nanaimo,BC,Health Centre,,927 Haliburton St.,"602 Haliburton St., V9R 4W5",,V9R 6N4,250-753-6578,,,,,250-754-1390,,healthcentre@tillicumhaus.ca,,www.tillicumlelum.ca,,Tillicum Lelum Friendship Centre,till-i-kum lay-lum,Vancouver Island/Coast,2,
First Nations,First Nation Communities,,T'it'q'et Administration,Lillooet,BC,,,PO Box 615,10 Scotchman Rd.,,V0K 1V0,250-256-4118,,,,,250-256-4544,,reception@titqet.org,,,,Lillooet Tribal Council,tilth-kit,Cariboo,6,593
First Nations,First Nation Communities,,Tk'emlups Te Secwepemc,Kamloops,BC,,Kamloops Indian Band,200 - 330 Chief Alex Thomas Way,,,V2H 1H1,250-828-9700,,,,,250-372-8833,,,,https://tkemlups.ca/,,,,Thompson/Okanagan,4,688
Services and Agencies,Health Services,,Tla’amin Health,Powell River,BC,Tla'amin Community Health Services,,"RR2, 4895 Salish Dr.",,,V8A 4Z3,604-483-3009,,,1-888-271-5555,,604-483-2466,,,,https://www.tlaaminhealth.com/about-tlaamin-community-health-services,,Naut'sa mawt Tribal Council,sly-am-mon,Vancouver Island/Coast,2,
First Nations,Treaty First Nations Government,,Tla'amin Nation,Powell River,BC,,,4779 Klahanie Rd.,,,V8A 0C4,604-483-9646,,,1-877-483-9646,,604-483-9769,,,,http://www.tlaaminnation.com/,,Naut'sa mawt Tribal Council,sly-am-mon,Vancouver Island/Coast,2,554
First Nations,First Nation Communities,,Tla'amin Nation,Powell River,BC,,,4779 Klahanie Rd.,,,V8A 0C4,604-483-9646,,,1-877-483-9646,,604-483-9769,,,,http://www.tlaaminnation.com/,,Naut'sa mawt Tribal Council,sly-am-mon,Vancouver Island/Coast,2,554
First Nations,First Nation Communities,,Tla-o-qui-aht First Nation,Tofino,BC,,,"PO Box 18, Meares Island",,,V0R 2Z0,250-725-3233,,,,,250-725-4233,,elmerfrank@telus.net,,,,Nuu-chah-nulth Tribal Council,klay-o-kwee-at,Vancouver Island/Coast,2,660
First Nations,First Nation Communities,,Tlatlasikwala First Nation,Port Hardy,BC,,Nuwitti Band,PO Box 339,,home village is at Bull Harbour on Hope Island,V0N 2P0,250-949-1480,,,,,250-949-5741,,info@tlatlasikwala.com,,http://www.tlatlasikwala.com/,,Kwakiutl District Council,tla-tla-see-kwa-la,Vancouver Island/Coast,2,632
First Nations,First Nation Communities,,Tl'azt'en Nation,Fort St. James,BC,,,PO Box 670,4221 Lakeshore Dr.,,V0J 1P0,250-648-3212,,,,,250-648-3250,,renata.monk@tlazten.bc.ca,cecilia.harvey@tlazten.bc.ca,http://tlaztennation.ca/,,Carrier Sekani Tribal Council,tlaz-den,Nechako,8,617
Services and Agencies,Legal Services,,Tl'azt'en Nation,Fort St. James,BC,Tl'azten Community Justice Office,,PO Box 670,4220 Lakeshore Dr.,located at the Health Centre,V0J 1P0,250-648-3350,,,,,250-648-3286,,erick.mattess@tlazten.bc.ca,,http://tlaztennation.ca/,,Carrier Sekani Tribal Council,tlaz-den,Nechako,8,
First Nations,First Nation Communities,,Tl'etinqox-T'in Government Office,Alexis Creek,BC,,,PO Box 168,,,V0L 1A0,250-394-4212,,,1-888-224-3322,,250-394-4275,,,,,,Tsilhqot'in National Government,kleh-deen-ko-teen,Cariboo,6,712
First Nations,First Nation Communities,,Tlowitsis Nation,Campbell River,BC,,,1346 Bute Cr.,,,V9H 1G6,250-923-7815,,,,,250-923-7816,,tlowi@hughes.net,,www.tlowitsis.com,,,tlow-eet-sees,Vancouver Island/Coast,2,637
First Nations,First Nation Communities,,Tobacco Plains Indian Band,Grasmere,BC,,,PO Box 76,,No courier service to Grasmere. Please send material via Canada Post Priority Post,V0B 1R0,250-887-3461,,,,,250-887-3424,,TBrewer@tobaccoplains.org,,www.tobaccoplains.org,,Ktunaxa Nation Council,,Kootenay,5,603
First Nations,First Nation Communities,,Toosey Indian Band,Riske Creek,BC,,,PO Box 80,Highway 20,,V0L 1T0,250-659-5655,,,1-877-338-2288,,250-659-5601,,tooseyfrontdesk@hotmail.com,,,,Carrier Chilcotin Tribal Council,two-zee,Cariboo,6,718
First Nations,Treaty First Nations Government,,Toquaht Nation,Ucluelet,BC,,,PO Box 759,1971 Peninsula Rd. V0R 3A0,,V0R 3A0,250-726-4230,,,,,250-726-4403,,general@toquaht.ca,,www.toquaht.ca,,"Nuu-chah-nulth Tribal Council, Maa-nulth First Nations",tow-kwat,Vancouver Island/Coast,2,666
First Nations,First Nation Communities,,Toquaht Nation,Ucluelet,BC,,,PO Box 759,1971 Peninsula Rd. V0R 3A0,,V0R 3A0,250-726-4230,,,,,250-726-4403,,general@toquaht.ca,,www.toquaht.ca,,"Nuu-chah-nulth Tribal Council, Maa-nulth First Nations",tow-kwat,Vancouver Island/Coast,2,666
Services and Agencies,Business and Economic Development,,Treaty 8 Tribal Association,Fort St. John,BC,,,10233 100th Ave.,,,V1J 1Y8,250-785-0612,,,1-877-785-0612,,250-785-2021,,reception@treaty8.bc.ca,,www.treaty8.bc.ca,,"Doig River, Fort Nelson, Halfway River, Prophet River, Saulteau, West Moberly",,Northeast,9,
Services and Agencies,Health Services,,Treaty 8 Tribal Association,Fort St. John,BC,,,10233 100th Ave.,,,V1J 1Y8,250-785-0612,,,1-877-785-0612,,250-785-2021,,reception@treaty8.bc.ca,,www.treaty8.bc.ca,,"Doig River, Fort Nelson, Halfway River, Prophet River, Saulteau, West Moberly",,Northeast,9,
First Nations,Treaty Offices,,Treaty 8 Tribal Association,Fort St. John,BC,,,10233 100th Ave.,,,V1J 1Y8,250-785-0612,,,1-877-785-0612,,250-785-2021,,reception@treaty8.bc.ca,,www.treaty8.bc.ca,,"Doig River, Fort Nelson, Halfway River, Prophet River, Saulteau, West Moberly",,Northeast,9,
First Nations,Tribal Councils/Affiliations,,Treaty 8 Tribal Association,Fort St. John,BC,,,10233 100th Ave.,,,V1J 1Y8,250-785-0612,,,1-877-785-0612,,250-785-2021,,reception@treaty8.bc.ca,,www.treaty8.bc.ca,,"Doig River, Fort Nelson, Halfway River, Prophet River, Saulteau, West Moberly",,Northeast,9,
Services and Agencies,Business and Economic Development,,Tribal Resources Investment Corporation (TRICORP),Prince Rupert,BC,,,P.O. Box 339,"100 Grassy Bay Lane, Prince Rupert, BC  V8J 3T1",,V8J 3P3,250-624-3535,,,1-800-665-3201,,250-624-3883,,,,www.tricorp.ca,,"ANTCO, TACC",,North Coast,7,
Services and Agencies,"Employment, Job Search and Placement",Aboriginal Skills and Employment Training Strategy (ASETS) Offices,Tribal Resources Investment Corporation (TRICORP),Prince Rupert,BC,,,P.O. Box 339,"100 Grassy Bay Lane, Prince Rupert, BC  V8J 3T1",,V8J 3P3,250-624-3535,,,1-800-665-3201,,250-624-3883,,,,www.tricorp.ca,,"ANTCO, TACC",,North Coast,7,
Métis,Métis Nation British Columbia and Chartered Communities,,Tri-River Métis Association,,BC,Northwest ,,,,,,250-877-3275 ,,,1-800-940-1150,,,,tririvercc@mnbc.ca ,reception@mnbc.ca,https://www.mnbc.ca/,,Métis Nation British Columbia,may-tee,Nechako,8,
Services and Agencies,Business and Economic Development,,Ts’elxwéyeqw Tribe Management,Chilliwack,BC,,,8A – 7201 Vedder Rd.,,,V2R 4G5,604-824-2692,,,,,604-824-1247,,reception@ttml.ca,,www.tselxweyeqw.ca,,"Aitchelitz First Nation, Shxwa:y Village, Skowkale First Nation, Soowahlie First Nation, Squiala First Nation, Tzeachten First Nation, Yakweakwioose First Nation",chil-kway-uhk,Mainland/Southwest,3,
First Nations,First Nation Communities,,Tsal'alh (Seton Lake Band),Shalalth,BC,,Seton Lake Band,"PO Box 76, Site 3",1355 Shalalth Dr.,,V0N 3C0,250-259-8227,,,1-866-259-8227,,250-259-8384,,,,,,"Lillooet Tribal Council, Rose Casper Healing Centre",,Mainland/Southwest,3,595
Services and Agencies,Business and Economic Development,,Tsalalh Development Corporation,Shalalth,BC,,,PO Box 76 Site 3,1355 Shalalth Dr.,,V0N 3C0,250-259-8227,,,1-866-259-8227,,250-259-8384,,,,,,Seton Lake Indian Band,,Mainland/Southwest,3,
First Nations,First Nation Communities,,Tsartlip First Nation,Brentwood Bay,BC,,,PO Box 70,1 Boatramp Rd.,,V8M 1R3,250-652-3988,,,1-800-681-2348,,250-652-3788,,reception@tsartlip.com,,www.tsartlip.com,,,sart-lip,Vancouver Island/Coast,2,653
Services and Agencies,Health Services,,Tsartlip Health Centre,Brentwood Bay,BC,,,802 Stellys Cross Rd.,,,V8M 1N9,250-652-4473,,,1-800-681-2349,,250-652-4525,,,,,,Tsartlip Band,sart-lip,Vancouver Island/Coast,2,
Services and Agencies,Education,,Tsawout First Nation,Saanichton,BC,After School Program,,PO Box 121,2677 Mount Newton Cross Rd.,,V8M 2C3,250-652-4287,,,,,250-652-9114,,tsawoutasp@gmail.com,,,,Tsawout First Nation,say-out,Vancouver Island/Coast,2,
First Nations,First Nation Communities,,Tsawout First Nation,Saanichton,BC,,,7728 Tetayut Rd.,,,V8M 2C3,250-652-9101,,,1-888-652-9101,,250-652-9114,,,,,,"Tsawout Health, Tsawout Education and Training Centre",say-out,Vancouver Island/Coast,2,654
Services and Agencies,Health Services,,Tsawout Health,Saanichton,BC,,,7728 Tetayut Rd.,,,V8M 2C3,250-652-1149,,,,,250-652-8886,,,,,,Tsawout First Nation,say-out,Vancouver Island/Coast,2,
First Nations,First Nation Communities,,Tsawwassen First Nation,Tsawwassen,BC,,,1926 Tsawwassen Dr.,,,V4M 4G2,604-943-2112,,,1-888-943-2112,,604-943-9226,,info@tsawwassenfirstnation.com,,www.tsawwassenfirstnation.com,,,tsa-wah-sen,Mainland/Southwest,3,577
First Nations,Treaty First Nations Government,,Tsawwassen First Nation,Tsawwassen,BC,,,1926 Tsawwassen Dr.,,,V4M 4G2,604-943-2112,,,1-888-943-2112,,604-943-9226,,info@tsawwassenfirstnation.com,,www.tsawwassenfirstnation.com,,,tsa-wah-sen,Mainland/Southwest,3,
First Nations,First Nation Communities,,Tsay Keh Dene Band,Prince George,BC,,,1940 – 3rd Ave.,,,V2M 1G7,250-562-8882,,,,,250-562-8899,,Terri.Turcotte@tkdb.ca,,http://tsaykeh.com/home,,,say-kay-denay,Nechako,8,609
Previous Name,First Nation Communities,,Tse’khene First Nation,McLeod Lake,BC,,see McLeod Lake Indian Band,,,,,,,,,,,,,,,,,tse-kan-ay,Unassigned,1,
First Nations,First Nation Communities,,Tseshaht First Nation,Port Alberni,BC,,,5091 Tsuma-as Dr.,,,V9Y 8X9,250-724-1225,,,,,250-724-4385,,welcome@tseshaht.com,welcomecentre@tseshaht.com,www.tseshaht.com,,Nuu-chah-nulth Tribal Council,say-shot,Vancouver Island/Coast,2,665
Services and Agencies,Health Services,,Tseshaht Health Clinic,Port Alberni,BC,,,5091 Tsuma-as Dr.,,,V9Y 8X9,250-724-1225,,,,,250-724-4385,,welcome@tseshaht.com,welcomecentre@tseshaht.com,www.tseshaht.com,,Nuu-chah-nulth Tribal Council,say-shot,Vancouver Island/Coast,2,
Services and Agencies,Youth Organizations and Resources,,Tseshaht Youth Centre,Port Alberni,BC,,,6666 Saiyatchapis,,,V9Y 7L7,250-724-7320,,,,,250-724-4385,,,,www.tseshaht.com,,Nuu-chah-nulth Tribal Council,say-shot,Vancouver Island/Coast,2,
Services and Agencies,Health Services,,Ts'ewulhtun Health Centre of the Cowichan Tribes,Duncan,BC,,,5768 Allenby Rd.,,,V9L 5J1,250-746-6184,,,,,250-748-8815,,,,www.cowichantribes.com,,Cowichan Tribes,say-wool-tun,Vancouver Island/Coast,2,
First Nations,First Nation Communities,,Tseycum First Nation,North Saanich,BC,,,1210 Totem Lane,,,V8L 5S4,250-656-0858,,,1-877-656-0858,,250-656-0868,,reception@tseycum.ca,,www.tseycum.ca,,,say-come,Vancouver Island/Coast,2,655
First Nations,First Nation Communities,,T?ideldel First Nation,Chilanko Forks,BC,,Alexis Creek Indian Band,PO Box 69,,,V0L 1H0,250-481-1157,,250-481-3335,1-877-481-3335,,250-481-1197,,melanie@tsideldel.org,,www.tsideldel.org,,Tsilhqot'in National Government,tsigh-dell-dell,Cariboo,6,710
First Nations,Tribal Councils/Affiliations,,Tsilhqot'in National Government,Williams Lake,BC,(TNG Negotiations and External Affairs),,1729 South Lakeside Dr.,,,V2G 3A9,778-799-2145,,,1-877-512-2674,,250-398-5798,778-799-2142,reception@tsilhqotin.ca,admin@tsilhqotin.ca ,www.tsilhqotin.ca,,"Tl'etinqox (Anaham), Tl'etinqox (Toosey), T?ideldel (Alexis Creek), ?Esdilagh (Alexandria), Yunesit'in (Stone), Xeni Gwet'in (Nemiah Valley)",sill-ko-teen,Cariboo,6,
First Nations,Tribal Councils/Affiliations,,Tsilhqot'in National Government,Williams Lake,BC,,,253 4th Ave. N.,,,V2G 4T4,250-392-3918 ,,250-392-2923,1-877-512-2674,,250-398-5798,,reception@tsilhqotin.ca or receptionn@tsilhqotin.ca,admin@tsilhqotin.ca ,www.tsilhqotin.ca,,"Tl'etinqox (Anaham), Tl'etinqox (Toosey), T?ideldel (Alexis Creek), ?Esdilagh (Alexandria), Yunesit'in (Stone), Xeni Gwet'in (Nemiah Valley)",sill-ko-teen,Cariboo,6,
First Nations,Tribal Councils/Affiliations,,Tsimshian First Nations Treaty Society,Terrace,BC,,,4562-D Queensway Dr.,,,V8G 3X6,250-635-5511,,,,,250-635-5298,,,,,,,sim-she-an,North Coast,7,
First Nations,First Nation Communities,,Ts'kw'aylaxw First Nation,Lillooet,BC,,Pavilion Indian Band,PO Box 2200,35100 Hwy. 99,,V0K 1V0,250-256-4204,,,1-800-669-1955,,250-256-4058,,reception@tskwaylaxw.com,,www.tskwaylaxw.com,,Lillooet Tribal Council,tisk-why-lah,Cariboo,6,594
First Nations,First Nation Communities,,Tsleil-Waututh Nation (Burrard Band),North Vancouver,BC,,Burrard Band,3075 Takaya Dr.,,,V7H 3A8,604-929-3454,,,1-800-404-3454,,604-929-4714,,reception@twnation.ca,,www.twnation.ca,,Naut'sa mawt Tribal Council,sail-wha-tooth,Mainland/Southwest,3,549
First Nations,First Nation Communities,,T'Sou-ke Nation,Sooke,BC,,,PO Box 307,2154 Lazzar Rd.,,V9Z 1G1,250-642-3957,,250-642-4320,,,250-642-4384,250-642-7808,admin1@tsoukenation.com,treaty2@tsoukenation.com,www.tsoukenation.com,,Te'mexw Treaty Association,tsa-awk,Vancouver Island/Coast,2,657
First Nations,Treaty Offices,,T'Sou-ke Nation,Sooke,BC,,,PO Box 307,2154 Lazzar Rd.,,V9Z 1G1,250-642-3957,,250-642-4320,,,250-642-4384,250-642-7808,admin1@tsoukenation.com,treaty2@tsoukenation.com,www.tsoukenation.com,,Te'mexw Treaty Association,tsa-awk,Vancouver Island/Coast,2,
Services and Agencies,Treatment and Healing Services,Non-Residential,Tsow-Tun Le Lum Society Residential Substance Abuse Treatment Centre,Lantzville,BC,,,PO Box 370,699 Capilano Rd.,,V0R 2H0,250-390-3123,,,,,250-390-3119,,info@tsowtunlelum.org,,www.tsowtunlelum.org,,,sow-tun-lay-lum,Vancouver Island/Coast,2,
Services and Agencies,Treatment and Healing Services,Residential,Tsow-Tun Le Lum Society Residential Substance Abuse Treatment Centre,Lantzville,BC,,,PO Box 370,699 Capilano Rd.,,V0R 2H0,250-390-3123,,,,,250-390-3119,,info@tsowtunlelum.org,,www.tsowtunlelum.org,,,sow-tun-lay-lum,Vancouver Island/Coast,2,
Services and Agencies,"Employment, Job Search and Placement",,Tsq'escen' (Canim Lake Band),100 Mile House,BC,,,PO Box 1030,Canim Lake Band c/o DHL,,V0K 2E0,250-397-2227,,,,,250-397-2769,,eas@canimlakeband.com,reception@canimlakeband.com,www.canimlakeband.com,,Northern Shushwap Tribal Council,chess-ken,Cariboo,6,
First Nations,First Nation Communities,,Tsq'escen' (Canim Lake Band),100 Mile House,BC,,Canim Lake Band,PO Box 1030,Canim Lake Band c/o DHL,,V0K 2E0,250-397-2227,,,,,250-397-2769,,reception@canimlakeband.com,,www.canimlakeband.com,,Northern Shushwap Tribal Council,chess-ken,Cariboo,6,713
Previous Name,First Nation Communities,,Tsulquate Band,Port Hardy,BC,,see Gwa'sala-'Nakwaxda'xw Nation,,,,,,,,,,,,,,,,,,Unassigned,1,
Services and Agencies,Communications and Media,,Turtle Island Native Network,Sooke,BC,c/o Bob Kennedy,,7921 Walse - A Road,,,V9Z 0S6,250-661-8611,,,,,,,turtleislandnativenetwork@gmail.com,,http://www.turtleisland.org,,,,Vancouver Island/Coast,2,
Métis,Métis Nation British Columbia and Chartered Communities,,Two Rivers Métis Society,Kamloops,BC,Thompson/Okanagan,,"PO Box 25036, 35 - 1800 Tranquille Rd.",,,V2B 8R6,,,,1-800-940-1150,,,,info@tworiversmetis.ca,tworiversmetissociety@gmail.com,www.tworiversmetis.ca,https://www.facebook.com/TwoRiversMetisSociety/,Métis Nation British Columbia,may-tee,Thompson/Okanagan,4,
Services and Agencies,Arts and Culture,,Two Rivers Métis Society,Kamloops,BC,,,"PO Box 25036, 35 - 1800 Tranquille Rd.",,,V2B 8R6,,,,1-800-940-1150,,,,info@tworiversmetis.ca,tworiversmetissociety@gmail.com,www.tworiversmetis.ca,https://www.facebook.com/TwoRiversMetisSociety/,Métis Nation British Columbia,may-tee,Thompson/Okanagan,4,
First Nations,First Nation Communities,,Tzeachten First Nation,Chilliwack,BC,,,45855 Promontory Rd.,,,V2R 0H3,604-858-3888,,,,,604-858-3382,,glenda@tzeachten.ca,,www.tzeachten.ca,,Sto:lo Nation,chee-ack-ten,Mainland/Southwest,3,575
First Nations,Treaty First Nations Government,,Uchucklesaht Tribe,Port Alberni,BC,,,5251 Argyle St.,,,V9Y 1V1,250-724-1832,,,1-888-724-1832,,250-724-1806,,barb.williams@uchucklesaht.ca,,https://www.uchucklesaht.ca/cms.asp,,"Nuu-chah-nulth Tribal Council, Maa-nulth First Nations",u-chuk-les-at,Vancouver Island/Coast,2,667
